commodity,sheet,line_item,n,y0,y1
NI,SmelterbyPlant,Guangqing,3,2026,2028
NI,SmelterbyPlant,Gwangyang,7,2022,2028
NI,SmelterbyPlant,Gwangyang Matte,6,2023,2028
NI,SmelterbyPlant,Halmahera Jaya,7,2022,2028
NI,SmelterbyPlant,Harita,7,2022,2028
NI,SmelterbyPlant,Harjavalta,7,2022,2028
NI,SmelterbyPlant,Henan Jinhui,7,2022,2028
NI,SmelterbyPlant,Huabao,5,2024,2028
NI,SmelterbyPlant,Huaqing,7,2022,2028
NI,SmelterbyPlant,Hyuga,7,2022,2028
NI,SmelterbyPlant,Indonesian Matte,7,2022,2028
NI,SmelterbyPlant,Jilin,7,2022,2028
NI,SmelterbyPlant,Jinchuan,7,2022,2028
NI,SmelterbyPlant,Jinchuan WP,7,2022,2028
NI,SmelterbyPlant,Jinyuan Nickel,7,2022,2028
NI,SmelterbyPlant,Kalatongke,7,2022,2028
NI,SmelterbyPlant,Kalgoorlie,7,2022,2028
NI,SmelterbyPlant,Kolaka,4,2025,2028
NI,SmelterbyPlant,Koniambo,7,2022,2028
NI,SmelterbyPlant,Larco,7,2022,2028
NI,SmelterbyPlant,Long Harbour,7,2022,2028
NI,SmelterbyPlant,MHP,7,2022,2028
NI,SmelterbyPlant,MSP,7,2022,2028
NI,SmelterbyPlant,Marikana,7,2022,2028
NI,SmelterbyPlant,Matte,7,2022,2028
NI,SmelterbyPlant,Metalindo,7,2022,2028
NI,SmelterbyPlant,Moa,7,2022,2028
NI,SmelterbyPlant,Morowali HPAL,3,2026,2028
NI,SmelterbyPlant,Murrin Murrin,7,2022,2028
NI,SmelterbyPlant,NPI,7,2022,2028
NI,SmelterbyPlant,Nickelhutte,7,2022,2028
NI,SmelterbyPlant,Nippon Yakin - Oheyama,7,2022,2028
NI,SmelterbyPlant,Norilsk,7,2022,2028
NI,SmelterbyPlant,Obi,7,2022,2028
NI,SmelterbyPlant,Onca Puma,7,2022,2028
NI,SmelterbyPlant,Oxide,7,2022,2028
NI,SmelterbyPlant,PT Aneka - Pomalaa,7,2022,2028
NI,SmelterbyPlant,PT Bumi,5,2024,2028
NI,SmelterbyPlant,PT Gunbuster,7,2022,2028
NI,SmelterbyPlant,PT Huafei,6,2023,2028
NI,SmelterbyPlant,PT Indoferro,5,2022,2026
NI,SmelterbyPlant,PT Kalimantan,6,2023,2028
NI,SmelterbyPlant,PT Sebuku,3,2026,2028
NI,SmelterbyPlant,PT Vale - Soroako,7,2022,2028
NI,SmelterbyPlant,Pamco - Hachinohe,7,2022,2028
NI,SmelterbyPlant,Piaui,3,2022,2024
NI,SmelterbyPlant,Pobuzhsky,7,2022,2028
NI,SmelterbyPlant,Pronico,7,2022,2028
NI,SmelterbyPlant,Punta Gorda,7,2022,2028
NI,SmelterbyPlant,QMB,7,2022,2028
NI,SmelterbyPlant,Qingdao Zhongcheng,7,2022,2028
NI,SmelterbyPlant,Ramu,7,2022,2028
NI,SmelterbyPlant,Ravensthorpe (FQM),7,2022,2028
NI,SmelterbyPlant,Selous,7,2022,2028
NI,SmelterbyPlant,Skouriotissa,7,2022,2028
NI,SmelterbyPlant,Sorowako HPAL,2,2027,2028
NI,SmelterbyPlant,Springs,7,2022,2028
NI,SmelterbyPlant,Sulawesi Nickel Cobalt (SLNC),3,2026,2028
NI,SmelterbyPlant,Sulphate,7,2022,2028
NI,SmelterbyPlant,Suqian Xiangxiang,7,2022,2028
NI,SmelterbyPlant,TGEM,6,2023,2028
NI,SmelterbyPlant,TOTAL AFRICA,7,2022,2028
NI,SmelterbyPlant,TOTAL ASIA,7,2022,2028
NI,SmelterbyPlant,TOTAL EUROPE,7,2022,2028
NI,SmelterbyPlant,TOTAL LATIN AMERICA AND THE CARIBBEAN,7,2022,2028
NI,SmelterbyPlant,TOTAL NORTH AMERICA,7,2022,2028
NI,SmelterbyPlant,TOTAL OCEANIA,7,2022,2028
NI,SmelterbyPlant,TOTAL RUSSIA AND THE CASPIAN,7,2022,2028
NI,SmelterbyPlant,TOTAL WORLD,7,2022,2028
NI,SmelterbyPlant,Taganito,7,2022,2028
NI,SmelterbyPlant,Tagaung Taung,4,2022,2025
NI,SmelterbyPlant,Terrafame,7,2022,2028
NI,SmelterbyPlant,Total Australia,7,2022,2028
NI,SmelterbyPlant,Total Austria,7,2022,2028
NI,SmelterbyPlant,Total Brazil,7,2022,2028
NI,SmelterbyPlant,Total Canada,7,2022,2028
NI,SmelterbyPlant,Total China,7,2022,2028
NI,SmelterbyPlant,Total Colombia,7,2022,2028
NI,SmelterbyPlant,Total Cuba,7,2022,2028
NI,SmelterbyPlant,Total Cyprus,7,2022,2028
NI,SmelterbyPlant,Total Dominican Republic,7,2022,2028
NI,SmelterbyPlant,Total Finland,7,2022,2028
NI,SmelterbyPlant,Total Germany,7,2022,2028
NI,SmelterbyPlant,Total Greece,7,2022,2028
NI,SmelterbyPlant,Total Guatemala,7,2022,2028
NI,SmelterbyPlant,Total Indonesia,7,2022,2028
NI,SmelterbyPlant,Total Japan,7,2022,2028
NI,SmelterbyPlant,Total Madagascar,7,2022,2028
NI,SmelterbyPlant,Total Myanmar,7,2022,2028
NI,SmelterbyPlant,Total New Caledonia,7,2022,2028
NI,SmelterbyPlant,Total North Macedonia,7,2022,2028
NI,SmelterbyPlant,Total Papua New Guinea,7,2022,2028
NI,SmelterbyPlant,Total Philippines,7,2022,2028
NI,SmelterbyPlant,Total Russian Federation,7,2022,2028
NI,SmelterbyPlant,Total South Africa,7,2022,2028
NI,SmelterbyPlant,Total South Korea,7,2022,2028
NI,SmelterbyPlant,Total Turkey,7,2022,2028
NI,SmelterbyPlant,Total Ukraine,7,2022,2028
NI,SmelterbyPlant,Total Zimbabwe,7,2022,2028
NI,SmelterbyPlant,Treibacher,7,2022,2028
NI,SmelterbyPlant,Tsingshan Dingxin,7,2022,2028
NI,SmelterbyPlant,Tsingshan Guangqing,7,2022,2028
NI,SmelterbyPlant,Tsingshan Morowali,7,2022,2028
NI,SmelterbyPlant,Vale Sudbury,7,2022,2028
NI,SmelterbyPlant,Virtue Dragon,7,2022,2028
NI,SmelterbyPlant,Wanxiang,4,2022,2025
NI,SmelterbyPlant,Waterval,7,2022,2028
NI,SmelterbyPlant,Weda Bay,7,2022,2028
NI,SmelterbyPlant,Xinhai,7,2022,2028
NI,SmelterbyPlant,Xinjiang ZhongXin,7,2022,2028
NI,SmelterbyPlant,Yangjiang Century,7,2022,2028
NI,SmelterbyPlant,Zondereinde,7,2022,2028
NI,SmelterbyPlant,of which: NPI,7,2022,2028
NI,StainlessProduction,Africa:,7,2022,2028
NI,StainlessProduction,Asia:,7,2022,2028
NI,StainlessProduction,Austria,7,2022,2028
NI,StainlessProduction,Belgium,7,2022,2028
NI,StainlessProduction,Brazil,7,2022,2028
NI,StainlessProduction,Canada,7,2022,2028
NI,StainlessProduction,Caribbean,7,2022,2028
NI,StainlessProduction,China,7,2022,2028
NI,StainlessProduction,Cuba,7,2022,2028
NI,StainlessProduction,Czech Republic,7,2022,2028
NI,StainlessProduction,Europe:,7,2022,2028
NI,StainlessProduction,Finland,7,2022,2028
NI,StainlessProduction,France,7,2022,2028
NI,StainlessProduction,Germany,7,2022,2028
NI,StainlessProduction,Global:,7,2022,2028
NI,StainlessProduction,India,7,2022,2028
NI,StainlessProduction,Indonesia,7,2022,2028
NI,StainlessProduction,Italy,7,2022,2028
NI,StainlessProduction,Japan,7,2022,2028
NI,StainlessProduction,North America:,7,2022,2028
NI,StainlessProduction,Other,7,2022,2028
NI,StainlessProduction,Poland,7,2022,2028
NI,StainlessProduction,Romania,7,2022,2028
NI,StainlessProduction,Russia & Caspian:,7,2022,2028
NI,StainlessProduction,Russian Federation,7,2022,2028
NI,StainlessProduction,Slovenia,7,2022,2028
NI,StainlessProduction,South Africa,7,2022,2028
NI,StainlessProduction,South Korea,7,2022,2028
NI,StainlessProduction,Spain,7,2022,2028
NI,StainlessProduction,Sweden,7,2022,2028
NI,StainlessProduction,Taiwan,7,2022,2028
NI,StainlessProduction,Ukraine,7,2022,2028
NI,StainlessProduction,United Kingdom,7,2022,2028
NI,StainlessProduction,United States,7,2022,2028
